City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Elmira,42.0898,-76.8077,26.6,59,90,8.05,US
Korla,41.7597,86.1469,36.68,66,63,2.64,CN
Kargasok,59.0556,80.8572,-8.28,89,100,9.24,RU
Otradnoye,59.7775,30.8181,1.99,77,20,2.24,RU
Alcúdia,39.8532,3.1214,61.0,94,20,13.8,ES
Palmer,42.1584,-72.3287,21.0,93,16,2.26,US
Pereslavl'-Zalesskiy,56.7393,38.8563,5.27,94,100,7.4,RU
Cairns,-16.9167,145.7667,87.8,74,40,13.8,AU
Porto-Novo,6.4965,2.6036,82.4,83,40,10.36,BJ
Nishihara,26.1842,127.7558,69.8,46,75,13.8,JP
Ahipara,-35.1667,173.1667,65.71,91,100,8.19,NZ
Conceição do Araguaia,-8.2578,-49.2647,73.53,94,100,2.17,BR
Morón,-34.6534,-58.6198,68.0,77,75,11.5,AR
Poum,-20.2333,164.0167,80.22,73,3,15.66,NC
Abhā,18.2164,42.5053,44.6,87,0,5.06,SA
Kuloy,61.0305,42.4925,-14.1,90,18,2.53,RU
Cockburn Town,21.4612,-71.1419,77.07,79,7,21.63,TC
Takoradze,4.8845,-1.7554,79.5,87,61,6.93,GH
Ngunguru,-35.6167,174.5,71.01,94,100,1.01,NZ
Iralaya,15.0,-83.2333,76.35,83,61,8.99,HN
Brigantine,39.4101,-74.3646,33.01,93,90,10.36,US
Tagusao,9.1924,117.8141,82.92,73,30,6.98,PH
Chicama,-7.8447,-79.1469,68.0,94,20,3.44,PE
Edd,13.9297,41.6925,77.79,64,85,9.95,ER
Bahía de Caráquez,-0.6,-80.4167,75.2,94,40,1.14,EC
El Dorado,38.7666,-120.5177,48.0,80,100,4.94,US
Forsytheganj,52.6333,29.7333,10.81,96,100,6.64,BY
Rome,43.2128,-75.4557,21.2,86,90,4.61,US
Fortuna,40.5982,-124.1573,46.99,100,90,2.35,US
Grand-Lahou,5.1367,-5.0242,78.55,90,15,7.34,CI
Severo-Yeniseyskiy,60.3725,93.0408,-7.8,89,100,11.88,RU
San Lorenzo,-25.3333,-57.5333,75.2,73,75,8.05,PY
Les Cayes,18.2,-73.75,74.19,71,30,2.89,HT
Moramanga,-18.9333,48.2,66.9,94,100,0.67,MG
Smestad,59.9333,10.6667,14.0,49,9,4.12,NO
Texarkana,33.4251,-94.0477,44.6,87,90,9.22,US
Palu,-0.8917,119.8707,92.01,46,82,4.45,ID
Dali,25.7,100.1833,57.79,48,0,0.92,CN
Sibiti,-3.6819,13.3499,67.59,100,100,0.65,CG
Port Macquarie,-31.4333,152.9167,71.01,94,75,10.36,AU
Salem,11.65,78.1667,73.4,64,20,4.38,IN
Port Augusta,-32.5,137.7667,99.0,18,0,10.36,AU
Kununurra,-15.7667,128.7333,89.6,58,40,9.22,AU
Luanda,-8.8368,13.2343,78.8,89,75,3.44,AO
Bendigo,-36.7667,144.2833,91.99,45,4,1.99,AU
Shahr-e Kord,32.3256,50.8644,26.6,80,0,2.06,IR
Jiangyou,31.7667,104.7167,61.59,44,17,5.86,CN
Ballina,-28.8667,153.5667,71.6,78,75,8.05,AU
Bathsheba,13.2167,-59.5167,77.0,69,40,13.8,BB
Kawalu,-7.3817,108.2082,84.72,68,60,2.93,ID
Bahía Honda,22.9036,-83.1592,72.55,79,0,4.36,CU
Mayo,38.8876,-76.5119,37.99,75,90,5.75,US
La Santisima Trinidad,-14.8333,-64.9,71.22,97,100,7.07,BO
Bilma,18.6853,12.9164,63.41,25,0,6.64,NE
Howard Springs,-12.497,131.047,90.0,70,75,16.11,AU
Csolnok,47.6912,18.7161,33.01,98,36,1.66,HU
Santa Marta,11.2408,-74.199,86.0,54,20,6.91,CO
Constitución,-35.3333,-72.4167,60.03,88,0,0.54,CL
Kidal,18.4411,1.4078,65.89,23,0,6.22,ML
Wattegama,6.7989,81.4808,78.8,73,39,9.22,LK
Livramento,-3.0254,-60.1803,75.2,94,75,8.05,BR
Orchard Homes,46.8633,-114.0484,17.6,86,90,3.13,US
Zmeinogorsk,51.1567,82.195,-2.81,86,82,19.19,RU
Māngrol,21.1167,70.1167,72.07,41,92,8.75,IN
Coahuayana Viejo,18.7333,-103.6833,67.19,87,12,2.82,MX
Aykhal,66.0,111.5,-15.54,86,100,9.53,RU
Belaya Gora,68.5333,146.4167,-16.02,88,40,4.54,RU
Koumac,-20.5667,164.2833,81.9,66,23,11.52,NC
Istok,42.7808,20.4875,46.4,71,0,3.44,XK
Luau,-10.7073,22.2247,64.15,98,100,3.62,AO
Muros,42.7762,-9.0603,44.01,94,60,1.99,ES
Faya,18.3851,42.4509,44.6,87,0,4.0,SA
Hirara,24.8,125.2833,73.4,60,20,18.41,JP
Qaqortoq,60.7167,-46.0333,33.8,27,4,31.07,GL
Vikindu,-7.0067,39.2985,80.6,78,40,13.8,TZ
Vaitape,-16.5167,-151.75,82.17,73,0,14.16,PF
Abu Samrah,35.3029,37.1841,53.53,63,100,1.01,SY
Okhotsk,59.3833,143.3,23.61,93,100,13.58,RU
Rexburg,43.826,-111.7897,15.8,73,1,4.61,US
Gazli,40.1333,63.45,52.45,61,100,10.92,UZ
Mingguang,32.7802,117.9638,52.93,58,100,3.44,CN
Ucluelet,48.9329,-125.5528,33.01,83,3,2.21,CA
Santiago,-33.4569,-70.6483,71.01,72,18,6.91,CL
Olafsvik,64.8945,-23.7142,26.96,97,100,19.82,IS
Jinchang,38.4953,102.1739,45.46,44,0,10.63,CN
El Salvador,13.8333,-88.9167,73.4,83,0,3.44,SV
Paamiut,61.994,-49.6678,26.51,83,94,10.31,GL
Kralendijk,12.15,-68.2667,78.8,73,78,13.8,BQ
Nouadhibou,20.931,-17.0347,62.89,69,0,18.77,MR
Finschhafen,-6.6024,147.8681,87.12,68,12,13.22,PG
Sokoto,13.0609,5.239,66.69,21,31,10.78,NG
Te Anau,-45.4167,167.7167,58.3,60,60,9.91,NZ
Pekalongan,-6.8886,109.6753,85.19,70,60,3.53,ID
Hutchinson,38.0608,-97.9298,14.0,79,90,9.22,US
Nova Olinda do Norte,-3.8881,-59.0942,74.5,98,100,1.21,BR
Antofagasta,-23.65,-70.4,64.4,82,0,3.44,CL
Lorengau,-2.0226,147.2712,84.76,73,88,5.28,PG
Pitimbu,-7.4706,-34.8086,78.8,89,20,4.61,BR
Biak,-0.9131,122.8766,83.21,72,89,1.39,ID
Meulaboh,4.1363,96.1285,85.86,63,71,4.03,ID
Bagotville,-28.9833,153.4167,78.8,78,75,8.05,AU
Mayma,52.0197,85.9114,2.48,90,100,2.55,RU
Villamontes,-21.25,-63.5,65.32,89,100,1.39,BO
Ko Samui,9.5357,99.9357,86.0,66,20,9.22,TH
Arrondissement de Niort,46.3333,-0.3333,39.99,96,63,5.26,FR
Bayan,46.0833,127.4,18.28,95,99,4.38,CN
Puerto Varas,-41.3195,-72.9854,62.6,77,0,3.44,CL
Chapais,49.7834,-74.8492,1.4,85,90,4.61,CA
Adrar,20.5022,-10.0711,60.21,28,85,9.01,MR
Mehrān,33.1222,46.1646,41.0,52,0,2.3,IR
Asău,46.4333,26.4,43.0,93,0,8.05,RO
Ushtobe,45.2514,77.9838,15.49,96,70,1.01,KZ
Wynyard,-41.0,145.7167,61.0,85,1,5.01,AU
Dakar,14.6937,-17.4441,64.4,82,100,11.5,SN
Luganville,-15.5333,167.1667,81.68,73,97,0.92,VU
Bosaso,11.2842,49.1816,73.38,68,74,7.16,SO
Bentiu,9.2333,29.8333,65.86,28,62,3.91,SS
Yinchuan,38.4681,106.2731,43.14,53,0,1.63,CN
Gazojak,41.1875,61.4036,43.56,65,100,10.76,TM
Kodinsk,58.6881,99.1844,-0.11,87,75,9.17,RU
Davila,18.4726,120.5763,86.0,58,75,5.75,PH
Marsá Maţrūḩ,31.3525,27.2453,46.4,66,18,2.3,EG
Talnakh,69.4865,88.3972,-8.61,90,97,3.2,RU
