City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
Departamento de Maldonado,-34.6667,-54.9167,72.0,88,75,6.91,UY
Burgeo,47.6167,-57.6152,18.61,88,0,27.92,CA
Changde,29.0464,111.6783,46.56,86,66,3.65,CN
Sémbé,1.6481,14.5806,74.59,71,100,2.89,CG
La Seyne-sur-Mer,43.0982,5.8847,53.01,49,0,5.99,FR
Keti Bandar,24.1447,67.4497,67.51,66,78,3.38,PK
Hervey Bay,-25.2986,152.8535,79.0,66,34,4.0,AU
Sitka,57.0531,-135.33,24.8,36,1,8.37,US
Fukuechō,32.6881,128.8419,53.73,50,100,6.85,JP
Si Sa Ket,14.8333,104.3333,60.01,99,76,5.59,TH
Morro Bay,35.3658,-120.8499,63.0,82,0,4.0,US
Paragominas,-2.9667,-47.4833,74.3,96,91,4.23,BR
Roebourne,-20.7833,117.1333,84.29,63,0,8.48,AU
Nemuro,43.3236,145.575,22.28,91,95,11.74,JP
Bosaso,11.2842,49.1816,71.64,72,74,1.34,SO
Yaoundé,3.8667,11.5167,71.82,87,97,5.32,CM
Moerai,-22.4333,-151.3333,81.52,63,64,6.91,PF
Turukhansk,65.8167,87.9833,-14.1,89,100,7.34,RU
Vlotho,52.1653,8.86,23.0,80,59,3.44,DE
Lubango,-14.9172,13.4925,57.65,80,100,3.6,AO
Tūkrah,32.5341,20.5791,62.44,34,0,14.9,LY
Sillod,20.3,75.65,62.94,29,45,2.68,IN
Utete,-7.986,38.758,74.77,92,100,1.61,TZ
Saint-Junien,45.8833,0.9,36.0,100,90,6.91,FR
Shelburne,44.0787,-80.2041,18.0,82,100,6.31,CA
Mitsamiouli,-11.3847,43.2844,82.18,76,100,15.08,KM
Plácido de Castro,-10.3353,-67.1856,73.35,98,100,1.1,BR
Raudeberg,61.9875,5.1352,25.0,69,0,10.11,NO
Ketchikan,55.3422,-131.6461,24.8,36,1,6.91,US
Rio Tuba,8.5061,117.4317,79.16,82,1,5.79,PH
Zhuji,29.7188,120.2423,51.01,93,75,8.95,CN
Ola,59.5833,151.2833,14.5,89,100,10.02,RU
Luang Prabang,19.8856,102.1347,54.37,83,2,1.39,LA
Yokadouma,3.5167,15.05,71.35,42,100,1.88,CM
Usinsk,65.9939,57.5281,-18.13,89,97,6.69,RU
Barkly West,-28.5354,24.5215,68.0,94,2,2.3,ZA
Malbork,54.0359,19.0266,15.01,87,45,1.01,PL
Catia La Mar,10.6038,-67.0303,74.86,69,34,8.25,VE
North Platte,41.1239,-100.7654,10.4,67,1,6.91,US
Porto-Novo,6.4965,2.6036,84.2,89,40,11.5,BJ
Santarém,-2.4431,-54.7083,77.0,94,90,5.75,BR
Port Blair,11.6667,92.75,75.22,66,18,8.9,IN
Ajdabiya,30.7554,20.2263,62.98,28,0,11.36,LY
Mamou,10.5,-12.0,72.34,25,0,2.55,GN
Wuda,39.4994,106.7117,34.56,75,49,14.97,CN
Ibrā’,22.6906,58.5334,63.32,35,95,3.71,OM
Jumla,29.2747,82.1838,34.93,69,0,5.37,NP
Lhokseumawe,5.1801,97.1507,76.57,84,68,3.74,ID
Veinticinco de Mayo,-35.4323,-60.1727,75.0,64,15,4.0,AR
Soure,-0.7167,-48.5233,78.57,86,97,8.55,BR
Vao,-22.6667,167.4833,76.17,84,35,13.65,NC
Quatre Cocos,-20.2078,57.7625,78.8,78,40,14.97,MU
Moba,33.2288,105.0179,35.98,92,85,1.95,CN
Santiago del Estero,-27.7951,-64.2615,73.0,76,77,1.01,AR
Jiangyou,31.7667,104.7167,50.23,64,54,4.21,CN
Naze,28.3667,129.4833,57.2,88,75,6.91,JP
Severnyy,50.677,36.5532,24.8,100,90,6.71,RU
Kurtamysh,54.9103,64.4319,-12.6,86,94,6.24,RU
Aswān,24.0934,32.907,67.15,40,46,7.23,EG
Nortelândia,-14.4547,-56.8028,78.62,73,88,1.5,BR
Nsukka,6.8561,7.3927,82.4,57,23,3.44,NG
Galle,6.0367,80.217,73.13,86,85,5.64,LK
Fort Nelson,58.8053,-122.7002,-4.0,71,90,11.5,CA
Lüderitz,-26.6481,15.1594,66.52,78,46,3.24,NA
Aitape,-3.1374,142.3475,78.04,84,99,3.76,PG
Bonavista,48.6499,-53.1147,25.0,79,99,9.22,CA
Gigmoto,13.7796,124.39,78.78,84,31,9.91,PH
Inyonga,-6.7167,32.0667,65.52,94,100,2.42,TZ
Santa Isabel,-23.3156,-46.2214,69.8,94,75,3.44,BR
Okhotsk,59.3833,143.3,21.4,91,100,14.79,RU
Baykit,61.67,96.37,-13.63,85,100,2.24,RU
Vanderhoof,54.0166,-124.0198,-5.15,85,42,2.17,CA
Pitimbu,-7.4706,-34.8086,82.4,78,40,10.36,BR
Tomatlán,19.9333,-105.25,79.54,52,0,10.33,MX
Safi,32.2994,-9.2372,58.28,81,0,9.31,MA
Laas,46.6166,10.7002,34.0,86,40,4.61,IT
Kapoeta,4.7717,33.5903,80.96,34,98,3.04,SS
Antalaha,-14.9003,50.2788,76.03,88,100,2.37,MG
Alekseyevka,50.6309,38.6903,34.54,96,100,2.24,RU
Sarkand,45.41,79.9186,24.13,90,100,1.23,KZ
Bull Savanna,17.8868,-77.5902,76.03,78,11,9.19,JM
Sinnamary,5.3833,-52.95,76.87,83,67,11.81,GF
Muros,42.7762,-9.0603,52.0,93,100,10.0,ES
Nome,64.5011,-165.4064,-7.6,49,1,6.91,US
Narrabri,-30.3167,149.7833,75.99,56,0,4.61,AU
Yinchuan,38.4681,106.2731,37.87,70,96,3.42,CN
Walvis Bay,-22.9575,14.5053,68.0,82,91,6.91,NA
Weihe,32.9952,105.3247,41.59,78,81,2.73,CN
Eresós,39.1667,25.9333,60.21,78,0,25.3,GR
Yhú,-25.05,-55.9167,66.07,88,50,3.36,PY
Maralal,1.0968,36.698,62.65,65,92,3.71,KE
St. George's,12.0564,-61.7485,80.6,69,75,16.11,GD
Kosovo Polje,42.6394,21.0961,48.2,81,75,11.5,XK
Pilar,-9.5972,-35.9567,75.2,94,75,6.91,BR
Shelby,35.2001,-89.8668,32.0,100,90,8.05,US
Hirara,24.8,125.2833,68.0,94,75,16.11,JP
Wajir,1.7471,40.0573,77.67,60,98,14.94,KE
Kalmunai,7.4167,81.8167,70.09,78,76,7.23,LK
Praia da Vitória,38.7333,-27.0667,59.0,67,20,19.95,PT
Varhaug,58.6147,5.6457,23.0,73,0,4.61,NO
